Nombre de la imagen, Momento Hu 1, Momento Hu 2, Momento Hu 3, Momento Hu 4, Momento Hu 5, Momento Hu 6, Momento Hu 7
7a.jpg, 0.0006866943009158642, 4.4373919623952145e-08, 0.0, 0.0, 0.0, 0.0, 0.0
60b.jpg, 0.0006866943009158642, 4.4373919623952145e-08, 0.0, 0.0, 0.0, 0.0, 0.0
138b.jpg, 0.0006866943009158642, 4.4373919623952145e-08, 0.0, 0.0, 0.0, 0.0, 0.0
134a.jpg, 0.0006866943009158642, 4.4373919623952145e-08, 0.0, 0.0, 0.0, 0.0, 0.0
83a.jpg, 0.0006866943009158642, 4.4373919623952145e-08, 0.0, 0.0, 0.0, 0.0, 0.0
211b.jpg, 0.0006875651597575746, 4.557076480268651e-08, 0.0, 0.0, 0.0, 0.0, 0.0
175a.jpg, 0.0006866943009158642, 4.4373919623952145e-08, 0.0, 0.0, 0.0, 0.0, 0.0
122a.jpg, 0.0006866943009158642, 4.4373919623952145e-08, 0.0, 0.0, 0.0, 0.0, 0.0
159a.jpg, 0.0006866943009158642, 4.4373919623952145e-08, 0.0, 0.0, 0.0, 0.0, 0.0
196b.jpg, 0.0006875921136994844, 4.557166197314517e-08, 2.4840265006351355e-20, 3.82429656250122e-19, 3.302699668955587e-38, 8.016712590393929e-23, -1.7279036033068653e-38
99b.jpg, 0.0006866943009158642, 4.4373919623952145e-08, 0.0, 0.0, 0.0, 0.0, 0.0
180b.jpg, 0.0006866943009158642, 4.4373919623952145e-08, 0.0, 0.0, 0.0, 0.0, 0.0
179b.jpg, 0.0006866943009158642, 4.4373919623952145e-08, 0.0, 0.0, 0.0, 0.0, 0.0
21b.jpg, 0.0006866943009158642, 4.4373919623952145e-08, 0.0, 0.0, 0.0, 0.0, 0.0
37b.jpg, 0.0006866943009158642, 4.4373919623952145e-08, 0.0, 0.0, 0.0, 0.0, 0.0
73b - Copy.jpg, 0.0006866943009158642, 4.4373919623952145e-08, 0.0, 0.0, 0.0, 0.0, 0.0
95a.jpg, 0.0006866943009158642, 4.4373919623952145e-08, 0.0, 0.0, 0.0, 0.0, 0.0
207b.jpg, 0.0006875651597575746, 4.557076480268651e-08, 0.0, 0.0, 0.0, 0.0, 0.0
76b.jpg, 0.0006866943009158642, 4.4373919623952145e-08, 0.0, 0.0, 0.0, 0.0, 0.0
246b.jpg, 0.0006875970026464678, 4.557354232441545e-08, 2.7466183956496965e-20, 2.5919441364420235e-19, 2.1855121815168142e-38, 5.531403614946789e-23, -7.911751380285952e-40
270a.jpg, 0.0006875651597575746, 4.557076480268651e-08, 0.0, 0.0, 0.0, 0.0, 0.0
250b.jpg, 0.0006875651597575746, 4.557076480268651e-08, 0.0, 0.0, 0.0, 0.0, 0.0
56a.jpg, 0.0006866943009158642, 4.4373919623952145e-08, 0.0, 0.0, 0.0, 0.0, 0.0
180a.jpg, 0.0006866943009158642, 4.4373919623952145e-08, 0.0, 0.0, 0.0, 0.0, 0.0
163a.jpg, 0.0006866943009158642, 4.4373919623952145e-08, 0.0, 0.0, 0.0, 0.0, 0.0
7b.jpg, 0.0006866943009158642, 4.4373919623952145e-08, 0.0, 0.0, 0.0, 0.0, 0.0
246a.jpg, 0.0006875651597575746, 4.557076480268651e-08, 0.0, 0.0, 0.0, 0.0, 0.0
114b.jpg, 0.0006866943009158642, 4.4373919623952145e-08, 0.0, 0.0, 0.0, 0.0, 0.0
134b.jpg, 0.0006866943009158642, 4.4373919623952145e-08, 0.0, 0.0, 0.0, 0.0, 0.0
60a.jpg, 0.0006866943009158642, 4.4373919623952145e-08, 0.0, 0.0, 0.0, 0.0, 0.0
175b.jpg, 0.0006866943009158642, 4.4373919623952145e-08, 0.0, 0.0, 0.0, 0.0, 0.0
266a.jpg, 0.0006875837574347258, 4.5573172368078103e-08, 7.551349571745442e-21, 3.891088489131473e-20, 4.292465110613403e-40, 5.369289780384888e-24, -5.105118282917195e-40
83b.jpg, 0.0006866943009158642, 4.4373919623952145e-08, 0.0, 0.0, 0.0, 0.0, 0.0
118a.jpg, 0.0006866943009158642, 4.4373919623952145e-08, 0.0, 0.0, 0.0, 0.0, 0.0
155b.jpg, 0.0006866943009158642, 4.4373919623952145e-08, 0.0, 0.0, 0.0, 0.0, 0.0
40a.jpg, 0.0006866943009158642, 4.4373919623952145e-08, 0.0, 0.0, 0.0, 0.0, 0.0
163b.jpg, 0.0006866943009158642, 4.4373919623952145e-08, 0.0, 0.0, 0.0, 0.0, 0.0
143b.jpg, 0.0006866943009158642, 4.4373919623952145e-08, 0.0, 0.0, 0.0, 0.0, 0.0
17a.jpg, 0.0006866943009158642, 4.4373919623952145e-08, 0.0, 0.0, 0.0, 0.0, 0.0
227a.jpg, 0.0006875651597575746, 4.557076480268651e-08, 0.0, 0.0, 0.0, 0.0, 0.0
138a.jpg, 0.0006866943009158642, 4.4373919623952145e-08, 0.0, 0.0, 0.0, 0.0, 0.0
37a.jpg, 0.0006866943009158642, 4.4373919623952145e-08, 0.0, 0.0, 0.0, 0.0, 0.0
102b.jpg, 0.0006866943009158642, 4.4373919623952145e-08, 0.0, 0.0, 0.0, 0.0, 0.0
231a.jpg, 0.0006875651597575746, 4.557076480268651e-08, 0.0, 0.0, 0.0, 0.0, 0.0
211a.jpg, 0.0006875974810891107, 4.5574220193482904e-08, 2.8219359010013786e-20, 2.007138749358832e-19, 1.3149641767200713e-38, 3.874157461310281e-23, -7.43423456445871e-39
118b.jpg, 0.0006866943009158642, 4.4373919623952145e-08, 0.0, 0.0, 0.0, 0.0, 0.0
17b.jpg, 0.0006866943009158642, 4.4373919623952145e-08, 0.0, 0.0, 0.0, 0.0, 0.0
227b.jpg, 0.0006875651597575746, 4.557076480268651e-08, 0.0, 0.0, 0.0, 0.0, 0.0
159b.jpg, 0.0006866943009158642, 4.4373919623952145e-08, 0.0, 0.0, 0.0, 0.0, 0.0
16b.jpg, 0.0006866943009158642, 4.4373919623952145e-08, 0.0, 0.0, 0.0, 0.0, 0.0
266b.jpg, 0.0006875824822709928, 4.5572416008700755e-08, 8.215848480634474e-21, 6.88209491753372e-20, 1.5530019319422776e-39, 1.4227288531954873e-23, 5.1595404112727525e-40
250a.jpg, 0.0006875651597575746, 4.557076480268651e-08, 0.0, 0.0, 0.0, 0.0, 0.0
179a.jpg, 0.0006866943009158642, 4.4373919623952145e-08, 0.0, 0.0, 0.0, 0.0, 0.0
76a.jpg, 0.0006866943009158642, 4.4373919623952145e-08, 0.0, 0.0, 0.0, 0.0, 0.0
196a.jpg, 0.0006875651597575746, 4.557076480268651e-08, 0.0, 0.0, 0.0, 0.0, 0.0
114a.jpg, 0.0006866943009158642, 4.4373919623952145e-08, 0.0, 0.0, 0.0, 0.0, 0.0
230b.jpg, 0.0006875651597575746, 4.557076480268651e-08, 0.0, 0.0, 0.0, 0.0, 0.0
122b.jpg, 0.0006866943009158642, 4.4373919623952145e-08, 0.0, 0.0, 0.0, 0.0, 0.0
270b.jpg, 0.0006875651597575746, 4.557076480268651e-08, 0.0, 0.0, 0.0, 0.0, 0.0
99a.jpg, 0.0006866943009158642, 4.4373919623952145e-08, 0.0, 0.0, 0.0, 0.0, 0.0
21a.jpg, 0.0006866943009158642, 4.4373919623952145e-08, 0.0, 0.0, 0.0, 0.0, 0.0
207a.jpg, 0.0006875813939041644, 4.557180916658401e-08, 7.998192530529004e-21, 9.68880962870349e-20, 2.6911976739003465e-39, 2.066857981939373e-23, -1.7875862573587035e-40
267b.jpg, 0.0006876573177167887, 4.557953933288077e-08, 2.1946305482656306e-19, 1.878802413459232e-18, 1.1780032909359213e-36, 3.951296851592807e-22, 2.603521464984902e-37
143a.jpg, 0.0006866943009158642, 4.4373919623952145e-08, 0.0, 0.0, 0.0, 0.0, 0.0
56b.jpg, 0.0006866943009158642, 4.4373919623952145e-08, 0.0, 0.0, 0.0, 0.0, 0.0
102a.jpg, 0.0006866943009158642, 4.4373919623952145e-08, 0.0, 0.0, 0.0, 0.0, 0.0
95b.jpg, 0.0006866943009158642, 4.4373919623952145e-08, 0.0, 0.0, 0.0, 0.0, 0.0
155a.jpg, 0.0006866943009158642, 4.4373919623952145e-08, 0.0, 0.0, 0.0, 0.0, 0.0
40b.jpg, 0.0006866943009158642, 4.4373919623952145e-08, 0.0, 0.0, 0.0, 0.0, 0.0
142a.jpg, 0.0006866943009158642, 4.4373919623952145e-08, 0.0, 0.0, 0.0, 0.0, 0.0
231b.jpg, 0.0006875651597575746, 4.557076480268651e-08, 0.0, 0.0, 0.0, 0.0, 0.0
206a.jpg, 0.0006875651597575746, 4.557076480268651e-08, 0.0, 0.0, 0.0, 0.0, 0.0
98a.jpg, 0.0006866943009158642, 4.4373919623952145e-08, 0.0, 0.0, 0.0, 0.0, 0.0
251a.jpg, 0.0006875651597575746, 4.557076480268651e-08, 0.0, 0.0, 0.0, 0.0, 0.0
178a.jpg, 0.0006866943009158642, 4.4373919623952145e-08, 0.0, 0.0, 0.0, 0.0, 0.0
162b.jpg, 0.0006866943009158642, 4.4373919623952145e-08, 0.0, 0.0, 0.0, 0.0, 0.0
103a.jpg, 0.0006866943009158642, 4.4373919623952145e-08, 0.0, 0.0, 0.0, 0.0, 0.0
226b.jpg, 0.0006875651597575746, 4.557076480268651e-08, 0.0, 0.0, 0.0, 0.0, 0.0
174b.jpg, 0.0006866943009158642, 4.4373919623952145e-08, 0.0, 0.0, 0.0, 0.0, 0.0
271b.jpg, 0.0006875651597575746, 4.557076480268651e-08, 0.0, 0.0, 0.0, 0.0, 0.0
115a.jpg, 0.0006866943009158642, 4.4373919623952145e-08, 0.0, 0.0, 0.0, 0.0, 0.0
197a.jpg, 0.0006875651597575746, 4.557076480268651e-08, 0.0, 0.0, 0.0, 0.0, 0.0
41b.jpg, 0.0006866943009158642, 4.4373919623952145e-08, 0.0, 0.0, 0.0, 0.0, 0.0
77a.jpg, 0.0006866943009158642, 4.4373919623952145e-08, 0.0, 0.0, 0.0, 0.0, 0.0
123b.jpg, 0.0006866943009158642, 4.4373919623952145e-08, 0.0, 0.0, 0.0, 0.0, 0.0
119b.jpg, 0.0006866943009158642, 4.4373919623952145e-08, 0.0, 0.0, 0.0, 0.0, 0.0
20a.jpg, 0.0006866943009158642, 4.4373919623952145e-08, 0.0, 0.0, 0.0, 0.0, 0.0
247a.jpg, 0.0006875818875539904, 4.557199515403541e-08, 8.702017346502849e-21, 9.270880944757607e-20, 2.558702409700401e-39, 1.957085744798621e-23, -6.221156778382931e-40
57b.jpg, 0.0006866943009158642, 4.4373919623952145e-08, 0.0, 0.0, 0.0, 0.0, 0.0
154a.jpg, 0.0006866943009158642, 4.4373919623952145e-08, 0.0, 0.0, 0.0, 0.0, 0.0
94b.jpg, 0.0006866943009158642, 4.4373919623952145e-08, 0.0, 0.0, 0.0, 0.0, 0.0
36a.jpg, 0.0006866943009158642, 4.4373919623952145e-08, 0.0, 0.0, 0.0, 0.0, 0.0
158b.jpg, 0.0006866943009158642, 4.4373919623952145e-08, 0.0, 0.0, 0.0, 0.0, 0.0
181a.jpg, 0.0006866943009158642, 4.4373919623952145e-08, 0.0, 0.0, 0.0, 0.0, 0.0
